32,1004,1969-12-20
19,1004,1969-12-21
2,1004,1969-12-29
6,1004,1970-01-15
574,1004,1970-01-17
1,1004,1970-01-22
26,1004,2011-11-14
141,1004,2011-11-15
1462,1004,2011-11-16
1452,1004,2011-11-17
160,1004,2011-11-18
16,1004,2011-11-21
7,1004,2011-11-22
120,1004,2011-11-24
134,1004,2011-11-25
122,1004,2011-11-28
146,1004,2011-11-29
294,1004,2011-11-30
66,1004,2011-12-01
132,1004,2011-12-02
7,1004,2011-12-03
212,1004,2011-12-05
1595,1004,2011-12-06
1265,1004,2011-12-07
1608,1004,2011-12-08
1560,1004,2011-12-09
1,1004,2011-12-10
11,1004,2011-12-11
12,1004,2011-12-12
100,1004,2011-12-13
32,1004,2011-12-14
14,1004,2011-12-15
35,1004,2011-12-16
1,1004,2011-12-17
6,1004,2011-12-19
15,1004,2011-12-20
9,1004,2011-12-21
3,1004,2011-12-22
3,1004,2011-12-23
67,1004,2011-12-26
12,1004,2011-12-27
24,1004,2011-12-28
39,1004,2011-12-29
50,1004,2011-12-30
9,1004,2011-12-31
39,1004,2012-01-02
34,1004,2012-01-03
21,1004,2012-01-04
457,1004,2012-01-05
53,1004,2012-01-06
9,1004,2012-01-07
11,1004,2012-01-08
230,1004,2012-01-09
111,1004,2012-01-10
20,1004,2012-01-11
29,1004,2012-01-12
39,1004,2012-01-13
3,1004,2012-01-14
3,1004,2012-01-16
38,1004,2012-01-17
37,1004,2012-01-18
72,1004,2012-01-19
115,1004,2012-01-20
5,1004,2012-01-21
25,1004,2012-01-23
23,1004,2012-01-24
101,1004,2012-01-25
79,1004,2012-01-26
196,1004,2012-01-27
11,1004,2012-01-28
1,1004,2012-01-29
86,1004,2012-01-30
121,1004,2012-01-31
110,1004,2012-02-01
74,1004,2012-02-02
1140,1004,2012-02-03
470,1004,2012-02-04
580,1004,2012-02-05
1184,1004,2012-02-06
985,1004,2012-02-07
1229,1004,2012-02-08
1180,1004,2012-02-09
1068,1004,2012-02-10
1062,1004,2012-02-11
713,1004,2012-02-12
863,1004,2012-02-13
2408,1004,2012-02-14
2204,1004,2012-02-15
2034,1004,2012-02-16
2755,1004,2012-02-17
4193,1004,2012-02-18
4181,1004,2012-02-19
4285,1004,2012-02-20
4656,1004,2012-02-21
4344,1004,2012-02-22
4295,1004,2012-02-23
4010,1004,2012-02-24
4177,1004,2012-02-25
4176,1004,2012-02-26
4329,1004,2012-02-27
4478,1004,2012-02-28
4438,1004,2012-02-29
4820,1004,2012-03-01
4078,1004,2012-03-02
4722,1004,2012-03-03
4545,1004,2012-03-04
7525,1004,2012-03-05
6363,1004,2012-03-06
5734,1004,2012-03-07
6427,1004,2012-03-08
2810,1004,2012-03-09
5955,1004,2012-03-10
5947,1004,2012-03-11
7048,1004,2012-03-12
5919,1004,2012-03-13
5785,1004,2012-03-14
5807,1004,2012-03-15
4557,1004,2012-03-16
5527,1004,2012-03-17
5561,1004,2012-03-18
6666,1004,2012-03-19
5777,1004,2012-03-20
5765,1004,2012-03-21
5756,1004,2012-03-22
5842,1004,2012-03-23
5559,1004,2012-03-24
5554,1004,2012-03-25
6651,1004,2012-03-26
5821,1004,2012-03-27
5640,1004,2012-03-28
5815,1004,2012-03-29
5764,1004,2012-03-30
5504,1004,2012-03-31
5522,1004,2012-04-01
6624,1004,2012-04-02
5740,1004,2012-04-03
5685,1004,2012-04-04
5873,1004,2012-04-05
5773,1004,2012-04-06
5550,1004,2012-04-07
5526,1004,2012-04-08
6585,1004,2012-04-09
6080,1004,2012-04-10
5797,1004,2012-04-11
5597,1004,2012-04-12
4744,1004,2012-04-13
3393,1004,2012-04-14
5378,1004,2012-04-15
6974,1004,2012-04-16
5064,1004,2012-04-17
5304,1004,2012-04-18
4168,1004,2012-04-19
5612,1004,2012-04-20
4826,1004,2012-04-21
4404,1004,2012-04-22
5161,1004,2012-04-23
6081,1004,2012-04-24
6165,1004,2012-04-25
126,1004,2012-04-26
4067,1004,2012-04-27
3524,1004,2012-04-28
4607,1004,2012-04-29
5215,1004,2012-04-30
5664,1004,2012-05-01
5408,1004,2012-05-02
5499,1004,2012-05-03
5648,1004,2012-05-04
3987,1004,2012-05-06
6370,1004,2012-05-07
5681,1004,2012-05-08
5588,1004,2012-05-09
5749,1004,2012-05-10
5624,1004,2012-05-11
4759,1004,2012-05-12
4732,1004,2012-05-13
6316,1004,2012-05-14
5696,1004,2012-05-15
5653,1004,2012-05-16
4669,1004,2012-05-17
5482,1004,2012-05-18
4687,1004,2012-05-19
4759,1004,2012-05-20
6444,1004,2012-05-21
5736,1004,2012-05-22
5719,1004,2012-05-23
5650,1004,2012-05-24
5716,1004,2012-05-25
4642,1004,2012-05-26
4746,1004,2012-05-27
6468,1004,2012-05-28
5829,1004,2012-05-29
5644,1004,2012-05-30
