2,1010,1969-12-08
127,1010,1969-12-20
37,1010,1969-12-21
10,1010,1969-12-26
3,1010,1969-12-29
31,1010,1970-01-03
4,1010,1970-01-07
4,1010,1970-01-08
4,1010,1970-01-09
4,1010,1970-01-15
65,1010,1970-01-16
2154,1010,1970-01-17
20,1010,1970-01-22
4,1010,2011-11-03
8,1010,2011-11-04
4,1010,2011-11-16
2,1010,2011-11-17
32,1010,2011-11-18
24,1010,2011-11-21
38,1010,2011-11-28
14,1010,2011-11-29
40,1010,2011-11-30
16,1010,2011-12-01
38,1010,2011-12-02
4,1010,2011-12-05
8,1010,2011-12-06
64,1010,2011-12-07
32,1010,2011-12-08
6,1010,2011-12-09
12,1010,2011-12-11
51,1010,2011-12-12
10,1010,2011-12-13
10,1010,2011-12-14
21,1010,2011-12-15
28,1010,2011-12-16
28,1010,2011-12-19
23,1010,2011-12-21
26,1010,2011-12-22
30,1010,2011-12-23
4,1010,2011-12-26
4,1010,2011-12-27
43,1010,2011-12-28
121,1010,2011-12-29
12,1010,2011-12-30
4,1010,2012-01-02
40,1010,2012-01-03
14,1010,2012-01-04
68,1010,2012-01-05
6,1010,2012-01-06
2,1010,2012-01-07
20,1010,2012-01-09
46,1010,2012-01-10
124,1010,2012-01-11
18,1010,2012-01-12
32,1010,2012-01-13
20,1010,2012-01-17
2,1010,2012-01-18
16,1010,2012-01-19
22,1010,2012-01-20
4,1010,2012-01-22
24,1010,2012-01-23
8,1010,2012-01-24
20,1010,2012-01-25
10,1010,2012-01-26
42,1010,2012-01-27
57,1010,2012-01-30
50,1010,2012-01-31
12,1010,2012-02-01
9,1010,2012-02-02
4,1010,2012-02-03
24,1010,2012-02-06
14,1010,2012-02-07
8,1010,2012-02-08
24,1010,2012-02-09
23,1010,2012-02-10
14,1010,2012-02-13
12,1010,2012-02-14
79,1010,2012-02-15
115,1010,2012-02-16
78,1010,2012-02-17
43,1010,2012-02-18
105,1010,2012-02-20
29,1010,2012-02-21
61,1010,2012-02-22
48,1010,2012-02-23
13,1010,2012-02-24
70,1010,2012-02-25
8,1010,2012-02-26
11,1010,2012-02-27
36,1010,2012-02-28
169,1010,2012-02-29
99,1010,2012-03-01
48,1010,2012-03-02
32,1010,2012-03-05
86,1010,2012-03-06
53,1010,2012-03-07
38,1010,2012-03-08
83,1010,2012-03-09
25,1010,2012-03-10
23,1010,2012-03-11
182,1010,2012-03-12
68,1010,2012-03-13
133,1010,2012-03-14
69,1010,2012-03-15
32,1010,2012-03-16
6,1010,2012-03-17
6,1010,2012-03-18
39,1010,2012-03-19
21,1010,2012-03-20
69,1010,2012-03-21
32,1010,2012-03-22
47,1010,2012-03-23
27,1010,2012-03-26
58,1010,2012-03-27
14,1010,2012-03-28
44,1010,2012-03-29
15,1010,2012-03-30
6,1010,2012-03-31
4,1010,2012-04-01
126,1010,2012-04-02
193,1010,2012-04-03
103,1010,2012-04-04
118,1010,2012-04-05
39,1010,2012-04-06
104,1010,2012-04-09
36,1010,2012-04-10
88,1010,2012-04-11
137,1010,2012-04-12
125,1010,2012-04-13
18,1010,2012-04-14
252,1010,2012-04-16
150,1010,2012-04-17
156,1010,2012-04-18
38,1010,2012-04-19
116,1010,2012-04-20
88,1010,2012-04-23
52,1010,2012-04-24
108,1010,2012-04-25
26079,1010,2012-04-26
86582,1010,2012-04-27
41481,1010,2012-04-28
3,1010,2012-04-29
238,1010,2012-04-30
130,1010,2012-05-01
377,1010,2012-05-02
371,1010,2012-05-03
215,1010,2012-05-04
8,1010,2012-05-06
157,1010,2012-05-07
234,1010,2012-05-08
257,1010,2012-05-09
251,1010,2012-05-10
200,1010,2012-05-11
6,1010,2012-05-12
7,1010,2012-05-13
129,1010,2012-05-14
196,1010,2012-05-15
101,1010,2012-05-16
99,1010,2012-05-17
89,1010,2012-05-18
6,1010,2012-05-19
8,1010,2012-05-20
84,1010,2012-05-21
197,1010,2012-05-22
139,1010,2012-05-23
173,1010,2012-05-24
173,1010,2012-05-25
7,1010,2012-05-26
6,1010,2012-05-27
140,1010,2012-05-28
285,1010,2012-05-29
236,1010,2012-05-30
199,1010,2012-05-31
104,1010,2012-06-01
7,1010,2012-06-02
46,1010,2012-06-03
157,1010,2012-06-04
152,1010,2012-06-05
223,1010,2012-06-06
85,1010,2012-06-07
124,1010,2012-06-08
54,1010,2012-06-09
1,1010,2012-06-10
151,1010,2012-06-11
293,1010,2012-06-12
201,1010,2012-06-13
147,1010,2012-06-14
70,1010,2012-06-15
7,1010,2012-06-16
14,1010,2012-06-17
203,1010,2012-06-18
253,1010,2012-06-19
243,1010,2012-06-20
221,1010,2012-06-21
138,1010,2012-06-22
28,1010,2012-06-23
8,1010,2012-06-24
162,1010,2012-06-25
376,1010,2012-06-26
232,1010,2012-06-27
179,1010,2012-06-28
164,1010,2012-06-29
37,1010,2012-06-30
73,1010,2012-07-01
133,1010,2012-07-02
153,1010,2012-07-03
130,1010,2012-07-04
136,1010,2012-07-05
171,1010,2012-07-06
78,1010,2012-07-07
8,1010,2012-07-08
137,1010,2012-07-09
277,1010,2012-07-10
309,1010,2012-07-11
233,1010,2012-07-12
237,1010,2012-07-13
16,1010,2012-07-14
18,1010,2012-07-15
359,1010,2012-07-16
221,1010,2012-07-17
172,1010,2012-07-18
139,1010,2012-07-19
194,1010,2012-07-20
9,1010,2012-07-21
48,1010,2012-07-22
345,1010,2012-07-23
178,1010,2012-07-24
105,1010,2012-07-25
513,1010,2012-07-26
200,1010,2012-07-27
11,1010,2012-07-28
10,1010,2012-07-29
231,1010,2012-07-30
212,1010,2012-07-31
260,1010,2012-08-01
385,1010,2012-08-02
148,1010,2012-08-03
10,1010,2012-08-04
12,1010,2012-08-05
99,1010,2012-08-06
107,1010,2012-08-07
186,1010,2012-08-08
194,1010,2012-08-09
135,1010,2012-08-10
8,1010,2012-08-11
9,1010,2012-08-12
108,1010,2012-08-13
279,1010,2012-08-14
307,1010,2012-08-15
340,1010,2012-08-16
207,1010,2012-08-17
15,1010,2012-08-18
18,1010,2012-08-19
464,1010,2012-08-20
320,1010,2012-08-21
